Text,CB_Label,clean_text
"""As is your mother. . . . .who is the.beastiality whore.\xa0\n\nLighten up. . . . ""It's comedy!!"" \xa0Bwaaaaaaaaaaaaaaaaaahh!!""",1,mother thebeastiality whorexannlighten comedy ! ! xabwaahh ! !
"""like your mom""",1,like mom
"""keep it movin bitch ass nigga""",1,movin bitch ass nigga
"""I'm used to idiots like you jumping in <b>AFTER</b> your team actually does something.   I've been here and will continue to be here after you're long gone because the niners will suck again soon.""",1,idiot like jump bafterb team actually continue long go niner suck soon
"""W T F are you ranting about adolf?""",1,w t f rant adolf ?
"""No KKKonservative SunMedia and fans here are the true racist, they are here all day everyday spitting hateful venom, I just do the same in reverse. If you have a problem with me, then say something to them! Unless you are a KKKonservative racist too? hmm.""",1,kkonservative sunmedia fan true racist day everyday spit hateful venom reverse problem ! kkonservative racist ? hmm
"""It's rumored you're a fkucing moron""",1,rumor fkucing moron
"""Aw, Vicky<2, you too easy to detect... You'll never be able to mind your tongue well enough to fool anyone with another ID for very long. One problem is your immense ego. You need to feel like you matter. You need to feel like your name is recognized to feel important. You are too full of yourself to remain obscure for very long. You are such an idiot!!!""",1,aw vicky easy detect able mind tongue fool d long problem immense ego need feel like matter need feel like recognize feel important remain obscure long idiot ! !
"""Another idi0t who did not RTFA.""",1,idit rtfa
"""You're a moron. I cannot believe people are complaining about freedom of choice.""",1,moron believe people complain freedom choice
"""i don't know your unsolicited advice - let me vent out my frustration before I\\xc2\\xa0cum into your mouth - you sound like freaakin faggot.""",1,know unsolicited advice let vent frustration ixcxacum mouth sound like freaakin faggot
"""so you fuck your 3 dogs, your a sick fuuk.\nby bitches i was talking about women.\nbut the point you just tried to make makes me want to fuk you up even more.""",1,fuck dog sick fuuknby bitch talk womennbut point try make want fuk
"""You are disgusting.  Absolutely disgusting.  There is a young woman clinging to life and you feel the need to pass judgement.  Judge not lest you be judged.""",1,disgusting absolutely disgusting young woman cling life feel need pass judgement judge lest judge
"""Drago, you didn't buy Usher's album? You are obviously racist then. You won't buy a black artist's album because you don't like black people.""",1,drago buy usher album ? obviously racist buy black artist album like black people
"""you are a friggin moron. Oh you didn't get the memo? Sorry\n\nYOU ARE A FRIGGIN MORON!!!!""",1,friggin moron oh memo ? sorrynnyou friggin moron ! !
"""Foolish rube. We blew $4 trillion already on that stupidity.""",1,foolish rube blow trillion stupidity
"""Really? Than why are there over 30 states that are against gay marriage??? \xa0Get your shit straight libturd!""",1,? state gay marriage ? ? xaget shit straight libturd !
"""You dirty fucker""",1,dirty fucker
"""""parents""\xa0 He was visiting his dad's fiance,\xa0 geeez dude you really are completely stupid""",1,parentsxa visit dad fiancexa geez dude completely stupid
"""suck my dick bitches""",1,suck dick bitch
"""aww, poor baby\n\nI think you're just jealous because you spent your spring break at the pond in te back of the trailer park with the other idiot rednecks""",1,aww poor babynni think jealous spend spring break pond te trailer park idiot redneck
"""Choosing to not eat animals doesn't make you a pussy.  Go choke on a corndog, bitch.""",1,choose eat animal pussy choke corndog bitch
"""You a fucking little coward of a bitch.""",1,fucking little coward bitch
"""oh poor you...you are judged for being black...then poor me, I have to listen to your whiny black azz""",1,oh poor youyou judge blackthen poor listen whiny black azz
"""YEAH,I BET YOU INBRED HILLBILLY.""",1,yeahi bet inbreed hillbilly
"""Woowww, you really are an idiot... You need to go to school... Like really bad...""",1,woo url idiot need school like bad
"""you're a sick fuck.""",1,sick fuck
"""Stupid jerks called child rape anal sex.  It's called anal rape you sick freaks!""",1,stupid jerk call child rape anal sex call anal rape sick freak !
"""Your dad is a pecker jerk.""",1,dad pecker jerk
"""Lol..When I'm with my homies ...i invite 3 bitchs in my room ...your sister for my right nut...your girl for my left nut... you MOMA For my dick... \\nIt's a party... \\xf0\\x9f\\x91\\x99 It's a party...\\xf0\\x9f\\x8d\\xbb I coming... Bitchs..\\xe2\\x9c\\x8c\\xf0\\x9f\\x94\\xab say uh""",1,lolwhen homie invite bitch room sister right nutyour girl left nut moma dick nit party xfxfxx partyxfxfxdxbb come bitchsxexcxcxfxfxxab uh
"""got a problem with haitian people dumb fuck... he's not even haitian ignorant ass nigga""",1,get problem haitian people dumb fuck haitian ignorant ass nigga
"""Go change your tampon maggot!""",1,change tampon maggot !
"""""A guy born with a silver spoon in his asshole, David McCullough, Jr. delivered this speech."" Are you a fucking dumb ass? Please tell me what your problem is with this. I'm guessing your mother must have fucking let you suckle her tit until you graduated high school, then you got pissed off at her when she pushed you off her tit and called her ""The worst mother ever."" Oh boo fucking hoo, that mean man said ""you're not special"". I watched this thinking this guy is gonna be some jack ass and in reality, he gave a great speech and spoke some beautiful truth. You honestly must be the type of person who tries to make the Occupy movement look bad...Are you a fucking agent provocateur? I wanna call you a stupid fucking hippie, but that would be an insult to them.""",1,guy bear silver spoon asshole david mccullough jr deliver speech fucking dumb ass ? tell problem guess mother fucking let suckle tit graduate high school get piss push tit call bad mother oh boo fucking hoo mean man say special watch thinking guy go to jack ass reality give great speech speak beautiful truth honestly type person try occupy movement look badare fucking agent provocateur ? wanna stupid fucking hippie insult
"""Come back when you are out of puberty.""",1,come puberty
"""We're talking about Murder here, Racist a s s hole.""",1,talk murder racist s s hole
"""your a troll bitch""",1,troll bitch
"""You're just a mouthy bitch, just like your whore mother. Now get back in the kitchen & make me a sandwhich NOW!!""",1,mouthy bitch like whore mother kitchen sandwhich ! !
"""them some ugly motherfuckers. Proof you don't need to be beautiful to make it in Hollywood, you just have to know who to blow.""",1,ugly motherfucker proof need beautiful hollywood know blow
"""Senator Bryd\xa0 Democrat\n\nSaul Alinsky aka libtards\xa0 Socialist""",1,senator brydxa democratnnsaul alinsky aka libtardsxa socialist
"""Try to write in English next time dopey.""",1,try write english time dopey
"""have you been living under a rock kaden?""",1,live rock kaden ?
"""You poor, hopeless moron...you still fall for this shit?\nMust suck to be you.""",1,poor hopeless moronyou fall shit?nmust suck
"""GO AWAY YOU FUC<M>KERS""",1,away fucmker
"""You are too_stupid to breathe! """,1,toostupid breathe !
"""this nigga gay, i would have been fucked that bitch.""",1,nigga gay fuck bitch
"""Bristol....just like your mom, you are an idiot.\xa0 Just another slave to right wing ideologies that do not cross paths with reality.\xa0 You are just another kid who had a kid.""",1,bristoljust like mom idiotxa slave right wing ideology cross path realityxa kid kid
"""Commenter, why are you still trolling here? You are the loser!""",1,commenter troll ? loser !
"""You must be a faggot to assume that I'm on them, bitch-nigga.""",1,faggot assume bitchnigga
"""Stupid fucking idiots,,,what more can you say. These freaks should put signs on their foreheads saying ""This Space for Rent.""""",1,stupid fucking idiotswhat freak sign forehead say space rent
"""I would have paid good money to watch you do that, only to watch you get your ass beat down afterwards.\n\nInstead, you made some sarcastic comment in your head and went back to drinking your fruity little drink with the umbrella in it, right?""",1,pay good money watch watch ass beat afterwardsnninstead sarcastic comment head go drink fruity little drink umbrella right ?
"""YOU ARE THE REAL @SSHO LE AND I HOPE PEOPLE ON HERE REALIZE THAT YOU ARE A PRETENDER""",1,real USER le hope people realize pretender
"""Some of you must think our enemies are as gullible as you are. \xa0Nothing interesting here. \xa0Move on.""",1,think enemy gullible xanothe interesting xamove
"""Teresa, ""Heckle &amp; Jive""?? You are sooo uneducated, skanky, nasty, desperate, fake, a lier and a criminal. I never liked you before, but now I despise you. The more you open your mouth, the more you expose yourself for being a terrible mother, lousy friend, the absolute worst sister ever.You dont deserve to have your brother Joe, his super family, Jacqueline, Caroline, or cousin Kathy in your life. They are all much better than you or your dumb family!""",1,teresa heckle amp jive ? ? soo uneducated skanky nasty desperate fake li criminal like despise open mouth expose terrible mother lousy friend absolute bad sister everyou not deserve brother joe super family jacqueline caroline cousin kathy life well dumb family !
"""you're an idiot""",1,idiot
"""Well said. That you're all mouth and no facts has no bearing. Keep repeating it, though. Eventually you'll convince other idiots that you know something.""",1,say mouth fact bearing repeat eventually convince idiot know
"""And your word sure the fuck does not a mandate make.\n\n90% of your genes are shared with a fucking banana.\xa0 Get over yourself.""",1,word sure fuck mandate makenn gene share fucking bananaxa
"""I would sooner cut my own throat than hand that piece of crap the knife to do me slowly.. F U no way.. Hell NO Romney! Yall go to hell.. you sons of sick bitches that follow him..""",1,soon cut throat hand piece crap knife slowly f u way hell romney ! you hell son sick bitch follow
"""Dude, if you change you username to\xa0specify\xa0against someone then you're a butthurt fag""",1,dude change username toxaspecifyxaagainst butthurt fag
"""Why is manber such a shit rapper?""",1,manber shit rapper ?
"""Only black people can generalize based on race? when did this happen? ""Dumb White Boy"" your words. Not mine. I thnk its clear you dont know what racism means, you must be stupid. I wouldnt presume to label your race, just plain stupid.""",1,black people generalize base race ? happen ? dumb white boy word thnk clear not know racism mean stupid not presume label race plain stupid
"""You're analysis is exceptionally American. And by that I mean it's entirely grounded in fact-challenged star-spangled retardation- entirely voluntary in nature.""",1,analysis exceptionally american mean entirely ground factchallenge starspangle retardation entirely voluntary nature
"""hey jack a $ $ ..........once again it has been proven beyond a shadow of a doubt that your messiah is a lying fraud...........that so called BC was and is a FORGERY !!!!!!!!!!!!!!!your messiah is an anti-American racists fraud..............and you will all have to face that TRUTH real soon !!!!!!!!!!!!!!!!you are a phukin MORON !!!!!!!!!!!!!!!!""",1,hey jack prove shadow doubt messiah lie fraudthat call bc forgery ! ! messiah antiamerican racist fraudand face truth real soon ! ! phukin moron ! !
"""People like you are the reason the economy is failing.""",1,people like reason economy fail
"""Leftist White race traitor\xa0or shit skinned\xa0degenerate; you are a hard one to call.\n\nMongoloid.""",1,leftist white race traitorxaor shit skinnedxadegenerate hard callnnmongoloid
"""I have a 45 that has a 6.5 inch barrel..I'll bet that would fit better. You wanna suck on it? You will love the climax it has. Will damn-near blow your mind!""",1,inch barreli bet fit well wanna suck ? love climax damnnear blow mind !
"""You're terrible and you've got 28 dislikes. Look's like you're an idiot just like IGN(orant)""",1,terrible get dislike look like idiot like ignorant
"""Are you retarded?\n\nTroll harder bitch.""",1,retarded?nntroll hard bitch
"""Jeezus...do you realize you are making a total fool of yourself? You are criticizing someone for not knowing enough about one of the lowest firms of expression.""",1,jeezusdo realize make total fool ? criticize know low firm expression
"""That is also part of the as is part of the old law and fits right in with the word on that has been out there from 01 A.D. ..........Either you are dumb or you don't understand what you read ....DUH!!!!\n\nPlease thry figure it out before making such a stupid reply here is your 2nd chance to figure out my post.......""",1,old law fit right word ad dumb understand read duh!!nnplease thry figure make stupid reply nd chance figure post
"""Well your Buckwheat Obama would qualify fagg0t""",1,buckwheat obama qualify faggt
"""\\xc2\\xa0You'll find that the majority of individuals posting here are of the opinion that republicans/plutocrats by-and-large pick and choose which laws hold value. It's likely only those laws that control someone else's behavior.\\n\\nIn your vernacular go fuck yourself and clean the slime you leave all the way back to Fucks News asshole.""",1,xcxayou find majority individual post opinion republicansplutocrat byandlarge pick choose law hold value likely law control behaviornnin vernacular fuck clean slime leave way fuck news asshole
"""Get thatdick outta your mouth so you can talk.""",1,thatdick outta mouth talk
"""You didn't read the article, and you are a ignorant putz.""",1,read article ignorant putz
"""Stfu your existence offends me""",1,stfu existence offend
"""It's much better than the left wingnuts who got us into this mess in the first place! \xa0Like you Susan!""",1,well left wingnut get mess place ! xalike susan !
"""@Hoss \xa0\xa0@JenBroflovski\xa0fuck you you old fuck, the real john mclain.\n\xa0\nthe real one from die hard""",1,user xaxa USER xafuck old fuck real john mclainnxanthe real die hard
"""you really are a complete moron, yo must be one of those incompetent welfare leeches who does nothing but put a drain on every hard working person in this country. Cut the cord, do something with your pathetic life.""",1,complete moron yo incompetent welfare leech drain hard work person country cut cord pathetic life
"""Nope, it is a moron like you who needs to shut up""",1,nope moron like need shut
"""You are simply comically idiotic.\xa0 Or you're just a depressing fool.\xa0 Either way, you're still just a liar and an Internet coward.\xa0 Cheers!""",1,simply comically idioticxa depressing foolxa way liar internet cowardxa cheer !
"""You are wrong idiot!""",1,wrong idiot !
"""Don't you get tennis elbow from jacking off as much as you do? """,1,tennis elbow jack ?
"""Bitch,be quiet. Somebody needs to kick your ass for talkin' that stupid shit,hoe.""",1,bitchbe quiet somebody need kick ass talkin stupid shithoe
"""You are a complete moron""",1,complete moron
"""You piece of scum. According to the SA constitution, this lady was a Black person. Hope your mother is the mother of all old cows. Idiot.""",1,piece scum accord sa constitution lady black person hope mother mother old cow idiot
"""@caljb7 i'm on AAC then ya dumb fuck""",1,USER aac ya dumb fuck
"""It's just you smelling your armpits again. GO back to your nails""",1,smell armpit nail
"""smearedsxhit, what does the phrase below mean?\xa0 I'm just (after all) a 'stupid teabagger, and you are a more intelligent corn filled Obamaballsniffer, so please explain this:\n\n""....I give Fox Nation 3 more weeks.\nThen it's off to stormfront for the baggers.""\n\nWhat is 'stormfront?'\xa0 Because, that is the same term 'Berthole' used last night when he/she/it was lurking on another thread.\xa0 Could this mean that you are berthole, lindie and smellyterd!!!\xa0 All rolled into one ignorant pieceofppppoop?""",1,smearedsxhit phrase mean?xa istupid teabagger intelligent corn fill obamaballsniffer explain thisnni fox nation weeksnthen stormfront baggersnnwhat istormfront?xa term berthole night hesheit lurk threadxa mean berthole lindie smellyterd!!xa roll ignorant pieceofppoop ?
"""Do you realize how retarded, ignorant, sorry, and pathetic you sound?""",1,realize retarded ignorant sorry pathetic sound ?
"""Substantiate your slur....or should we talk about the bi-sek'sual in the WH?\xa0 Don't you think the name Larry Sinclair should be included in your internet 'whispering' campaign?""",1,substantiate sluror talk bisek isual wh?xa think larry sinclair include internet whispering campaign ?
"""Wally the bigot, and\xa0 cmorris the racist. The new faces of ignorance for the new south. No matter how often they wash their black sheet, it will still carry the smell. Good luck guys, and all those like you. God has a special section for you to sit in when you arrive and your resting spot.""",1,wally bigot andxa cmorris racist new face ignorance new south matter wash black sheet carry smell good luck guy like god special section sit arrive resting spot
"""You sir are not intelligent""",1,sir intelligent
"""Hey moron ""William Reynolds"", impeach YOURSELF and then go kiss a Muslim like your hero Bush.""",1,hey moron william reynolds impeach kiss muslim like hero bush
"""I would slap you silly but clearly you are already there.""",1,slap silly clearly
"""Really Joe?\xa0 \nI don't recall anywhere in the\xa0""All My Children"" storyline where little boys were raped and sodomized...refresh my memory please...\nBut I guess you'd know all about children, since you impregnated a 16 year old in the past wouldn't you?\xa0 You're as much a pos as your sicko client...........""",1,joe?xa ni recall thexaall child storyline little boy rape sodomizedrefresh memory pleasenbut guess know child impregnate year old past you?xa pos sicko client
"""@Enundr\xa0lol.....You sir, are a jackass. wipe the tears from your eyes and move on. Mass Effect sucks.""",1,USER xalolyou sir jackass wipe tear eye mass effect suck
"""http://wiki.eveonline.com/en/wiki/Vigilant\xa0\nBet your glad you didn't have the balls to use your real name. You look like such a dumb ass now (check vigilant bonuses on that link)""",1,url glad ball use real look like dumb ass check vigilant bonus link
"""Get I life u bitch!!!\navande ammede oru lekhanam...""",1,life u bitch!!navande ammede oru lekhanam
"""It's clueless racists like you who are in complete denial. This boy WAS in fact killed because of his race. There is no ""race card"". So now that they mentioned race, you are no longer ""behind them""? You're as sick as the bastard who pulled the trigger.""",1,clueless racist like complete denial boy fact kill race race card mention race long ? sick bastard pull trigger
"""YOU STUPID SHIT! STOP SPAMMING! DELETE HIS PROFILE!!!""",1,stupid shit ! stop spamme ! delete profile ! !
"""The difference between your wife and a rooster HoldYourOwn? The rooster says cock-a-doodle doo, your mama says any-cock'll do.""",1,difference wife rooster holdyourown ? rooster say cockadoodle doo mama say anycock
"""Dear Pingback, fuck you or using ""vidya"" It's stupid as shit and you're not fucking funny or part of a precious internet club GTFO\r\nThat goes with you Oldfag, only exception is that ""fag"" is overused. Die bitch""",1,dear pingback fuck vidya stupid shit fuck funny precious internet club gtfornthat go oldfag exception fag overused die bitch
"""You are an arrogant bitch and what is wrong with \xa0the World today, mostly caused by you pond life bankers!!!!!""",1,arrogant bitch wrong xathe world today cause pond life banker ! !
"""Another worhless post from a worthless person.""",1,worhless post worthless person
"""you're right; there weren't enough toothpick hangovers and tailwhips... Go fuck yourself""",1,right toothpick hangover tailwhip fuck
"""and fuckface, in order to be situationally aware one would have to read the blog of last week in its entirety. from the point i called ew stupid and told many why they were wrong, till the point where u faggot started making separate threads discussing my trollness""",1,fuckface order situationally aware read blog week entirety point call ew stupid tell wrong till point u faggot start make separate thread discuss trollness
"""You fake Indian. Jadunath, Bana Singh, Karam Singh are not sikhs sorry I wont tell you - because you are an ignorant idiot. The last name singh is used by Rajputs, Jats from Rajasthan, Haryana UP and Bihar.""",1,fake indian jadunath bana singh karam singh sikh sorry will not tell ignorant idiot singh rajput jat rajasthan haryana bihar
"""Jeff Bootstraps Fisher\n\n\nis a troll.\n\n\nanyone feel free to add to what you think of him.""",1,jeff bootstraps fishernni trollnnanyone feel free add think
"""\\xc2\\xa0Stop suxing dik for cigarette money hole""",1,xcxastop suxe dik cigarette money hole
"""Shows how much of a dumb-ass you are. Today she used The Globe as a source hahahahahahahahahaaaaa""",1,show dumbass today globe source hahahahahahahahahaa
"""Liberals don't want military intervention, you buffoon.""",1,liberal want military intervention buffoon
"""you should get banned....you are a little bit psycho""",1,bannedyou little bit psycho
"""LMAO.. You are another clueless moron....only liberal women are kept..they have the masters..""",1,lmao clueless morononly liberal woman keptthey master
"""This.\n\nTravis, Cornell, Boyce--all them nukkas--I will NEVER forget nor forgive them for showing their black asses out.  Fuck them today, fuck them tomorrow, fuck them forever.""",1,thisnntravis cornell boyceall nukkasi forget forgive show black ass fuck today fuck tomorrow fuck forever
"""can anyone say NDAA AND\xa0SURVEILLANCE DRONES, yup 20,000 of them in OUR SKIES in the\xa0next\xa05 years, SO THAT OUR GOVERNMENT CAN SPY ON US EVEN MORE!\xa0\xa0DO THE IMBICILES WHO SUPPORT OBAMA KNOW THAT HE IS\xa0\xa0LAUNCHING DRONES IN OUR SKIES TO SPY ON US? \xa0 I'll bet they don't, little do they know it's just the tip of the\xa0iceberg\xa0he is deconstructing our ENTIRE CONSTITUTION AND WAY OF LIFE!!! What freaking idiots! Go ahead you MORONS, vote him back in and you'll get what you deserve for YOUR STUPIDITY!""",1,ndaa andxasurveillance drone yup sky thexanextxa year government spy more!xaxado imbicile support obama know isxaxalaunche drone sky spy ? xa bet little know tip thexaicebergxahe deconstruct entire constitution way life ! ! freak idiot ! ahead moron vote deserve stupidity !
"""K_K_K or Nazi? I can't tell which disease you suffer from? Could you please blog some more?""",1,kk nazi ? tell disease suffer ? blog ?
"""Your mom is a mean hoe charging 200 for 15 dollar pussy.""",1,mom mean hoe charging dollar pussy
"""you're a f-ing pos aren't you? \xa0weak pathetic loser liberal turd. I suppose you kept your virginity until you were married right? or maybe you are still a virgin a s. e x. scares you.... \xa0maybe you are just a perfect holy roller, oh wait that can't be because YOU think holy rollers are all republicans... hmmmm \xa0ok I'll bet you are just an id iot.""",1,fe pos ? xaweak pathetic loser liberal turd suppose keep virginity marry right ? maybe virgin s e x scare xamaybe perfect holy roller oh wait think holy roller republicans hmm xaok bet d iot
"""Steve you are proof that agism lives, and that there is really no age range for dumb ignoramus.\xa0\xa0 LOL""",1,steve proof agism live age range dumb ignoramusxaxa lol
"""Phil: You ignorant impolite, rude slut. Go F**K Yourself.\xa0 Exercising freedom of expression, which you apparent;y are against unless it concurs with your outdated view of the world.""",1,phil ignorant impolite rude slut fk yourselfxa exercise freedom expression apparenty concur outdated view world
"""Sounds like you're a scummy family.""",1,sound like scummy family
"""Notheism:\xa0 Are you serious? How can you say this is ""revenge"".\xa0 The rapist was caught in the ACT.\xa0 I understand your ignorance, but for god sakes, pick up a dictionary.""",1,notheismxa ? revengexa rapist catch actxa understand ignorance god sake pick dictionary
"""Fuck you.""",1,fuck
"""Go away you orrible little cretin""",1,away orrible little cretin
"""LOL And you eat hot dogs (cow rectums).  LOL""",1,lol eat hot dog cow rectum lol
"""What are you guys smoking?""",1,guy smoke ?
"""_yeah_i_bet_you're_a_occupy_fucking_nigger!""",1,yeahibetyou areaoccupyfuckingnigger !
"""JSMASTER\n\ngod youre retarded, the ENTIRE point of this article is to PROMOTE the movie to people so they go see it moron. Not SEEN.....SEE!!!\n\nand the pathetic pr!ck who posted the spoiler is an attention seeking beyond dumb loser who knew exactly what he was doing and posted it just to feel like he was special for once in his life because he got to see a movie a week before its released in the country the movie is made and where most people are going to see it!\n\nand FYI saying pathetic ""SPOILER"" doesnt make it okay genius, peoples would have immediately seen the giant R.I.P. even if they were trying to avoid it\n\nget a clue before speaking next time idiot""",1,jsmasternngod retard entire point article promote movie people moron seensee!!nnand pathetic pr!ck post spoiler attention seek dumb loser know exactly post feel like special life get movie week release country movie people go it!nnand fyi say pathetic spoiler not okay genius people immediately see giant rip try avoid itnnget clue speak time idiot
"""Why is it that you don't kill yourself you stupid fascist puppet?""",1,kill stupid fascist puppet ?
"""Get the fuck out of my comment section you samurai jack lookin muthafucka.""",1,fuck comment section samurai jack lookin muthafucka
"""you are a asshole for putting addicts down!!! why bash us!!! at least we have an excuse wats urz jackass!!!!!!!!!!!""",1,asshole put addict ! ! bash ! ! excuse wat urz jackass ! !
"""shut up idiot go back to listening your chunti music\nmy parents are entrepreneurs who make millions a year\nmy rooms costs more than all of your families homes\noh wait, they do not own anything!!""",1,shut idiot listen chunti musicnmy parent entrepreneur million yearnmy room cost family homesnoh wait ! !
"""A couple of greedy, non-appreciative hos!""",1,couple greedy nonappreciative hos !
"""Go to hell you old bastard""",1,hell old bastard
"""It was his idiot parents, idiot.""",1,idiot parent idiot
"""ah, the same way you hate white people. Don't try to act so innoccent.""",1,ah way hate white people try act innoccent
"""Yeah life a programmer behind the keyboard do me a favor no really I really need you to do me a favor alot of people think diffent than you do but since you want to come out your face tough computer screen guy do me a favor and suck my dick ok no beat it cock sucker.\n\nDoc""",1,yeah life programmer keyboard favor need favor alot people think diffent want come face tough computer screen guy favor suck dick ok beat cock suckernndoc
"""you is shit""",1,shit
"""You were born a bald-headed freak.""",1,bear baldheaded freak
"""Rob...you're one pathetic asshole...and ""libs"" aren't responsible for that.""",1,robyou pathetic assholeand lib responsible
"""Moronic statement pea brain.  There is no pledge to be respectful to the commander in chief.  I was still in, am retired, when that trash just about starved us out of the military\\xe2\\x80\\xa6\\xe2\\x80\\xa6that was after voting for him. \\n\\n\\nClueless libtard.""",1,moronic statement pea brain pledge respectful commander chief retire trash starve militaryxexxaxexxathat vote nnclueless libtard
"""Go away, Flora. \xa0Take your spam with you. \xa0And if you MUST comment, then\n\ndon't steal words from other posts.\n\nSPAM ALERT \xa0 Flag her post.""",1,away flora xatake spam xaand comment thenndo steal word postsnnspam alert xa flag post
"""You are a sad, ignorant, pitiable fuck.\n\nI take that back.  You're not worthy of pity.""",1,sad ignorant pitiable fucknni worthy pity
"""That guy is a real fuckstick.""",1,guy real fuckstick
"""Really, you do a\xa0one time 100K fund raiser and your comparing it to skipit55....... are you really that stupid.....\xa0 Do the math!\xa0 What a moron, your so proud of yourself: ""Did they do that?"".\xa0 Yes and they still are adding to it.""",1,axaone time k fund raiser compare skipit stupidxa math!xa moron proud that?xa yes add
"""You are a piece of shit mr e=mc2!!\xa0\xa0 I hope you get shot in the face next time you and your fellow gang members break into someone else house.\xa0 SCUMBAG!!!""",1,piece shit mr emc!!xaxa hope shoot face time fellow gang member break housexa scumbag ! !
"""Hey all,\u2028I scream like a b!tch because my daddy has his balls up my ass.\nIf I can sound like a bigger p-ssy drip, let me know, since I'm too fcking stupid to understand when everyone called me a litlle b-tch for talking stupid about Kelly Thomas. I hijack a screen name and post as GROWAPAIR, LOL losers\u2028.\u2028I'm Boyle Heights Citizen--THE ORIGINAL INTERNET PUS$Y, here with never anything to say but to be a brain dead ass breath, I will lick the ass of anyone who calls me GROWAPAIR, he called me out as the ball sniffing chicken punk I am, so I hijack his screen name to show I'm a lowlife sh-thole loser hiding with my daddy's balls up my ass.""",1,hey allui scream like b!tch daddy ball assnif sound like big pssy drip let know fcke stupid understand call litlle btch talk stupid kelly thomas hijack screen post growapair lol losersuui boyle heights citizenthe original internet pusy brain dead ass breath lick ass call growapair call ball sniff chicken punk hijack screen lowlife shthole loser hiding daddy ball ass
"""You are such a creep.\xa0 Go back to cooking.""",1,creepxa cook
"""jay is a bitch w no clue fuck that weak nigga. he probably got slept like that before""",1,jay bitch w clue fuck weak nigga probably get sleep like
"""YO MORON,&nbsp; GET YOUR POPPY COCK BACK TO BED, ITS 330 IN THE MORNING , NOBODY WITH ANY INTELLIGENCE IS GONNA SIT HERE AT 3 AM AND LISTEN TO YOU WHINE WHILE SMOKING YOUR CRACK AND LICKING POSTAGE STAMPS WITH DEAD DRUG ADDICTS ON THEM WHILE YOU LOSE ANOTHER 3.2 BILLION THIS MONTH,&nbsp; GET A LIFE OR JUST ADMIT THAT YOU ARE DENYING A VILLAGE SOMEWHERE OF AN IDIOT.&nbsp; BRILLIANT!""",1,yo moronnbsp poppy cock bed morning intelligence go to sit listen whine smoke crack lick postage stamp dead drug addict lose billion monthnbsp life admit deny village idiotnbsp brilliant !
"""Shut the fuck up you ignorant troll""",1,shut fuck ignorant troll
"""bitch stfu u fuckin clown\\n""",1,bitch stfu u fuckin clownn
"""FUCKOFFashreduxagain...you know full well Obama is abusing his power. Prosecutorial discretion is based on an exception one on one basis as they come up. To hand out blanket amnesty to pander to the hispanic vote and then try to hide behind this executive power is abuse and YOU KNOW IT!!""",1,fuckoffashreduxagainyou know obama abuse power prosecutorial discretion base exception basis come hand blanket amnesty pander hispanic vote try hide executive power abuse know ! !
"""""You are racist.""\n\nJamele Hill""",1,racistnnjamele hill
"""coming on here to hate? get a fucking life this is straight fire you dont like it your a pussy""",1,come hate ? fucking life straight fire not like pussy
"""Its kind of frightening knowing dbags like you exist.""",1,kind frightening knowing dbag like exist
"""fuck you all to hell""",1,fuck hell
"""You need to shut your pie hole and go away. You suck.""",1,need shut pie hole away suck
"""god, get rid of the shitty tattoos and piercings, another decent girl ruined !\n\nand she's not even from LA and got it tatted lol what a fuckin loser !""",1,god rid shitty tattoo piercing decent girl ruin ! nnand la get tat lol fuckin loser !
"""Hey idiot, your caps lock is ON""",1,hey idiot cap lock
"""Welcome to the crowd fellow idiot.""",1,welcome crowd fellow idiot
"""atm55....your words are those truly of an ignorant person""",1,atmyour word truly ignorant person
"""The name jacker is such an idiot""",1,jacker idiot
"""more like he turn yo ass into a carnival ride, you already look like you take dick in the ass in that homo ass picture of yours.""",1,like turn yo ass carnival ride look like dick ass homo ass picture
"""ANYBODY AND I MEAN ANY MOTHERFUCKER WHO CONFUSES BILL PULLMAN WITH BILL PAXTON IS A FUCKING IMBECILE BENEATH CONTEMPT""",1,anybody mean motherfucker confuse bill pullman bill paxton fucking imbecile beneath contempt
"""you are sickening and pathetic !!!!!!!!!!!!!!""",1,sicken pathetic ! !
"""Apparently you are too stupid to even watch a video and get it right. For your desperately needed information, Reagan was interrupted\xa027 seconds into his statement. The statement was clearly not over for another 20 seconds.\n\nYou have irrefutably proven that you can't get facts straight even when you have a video in front of your retarded face. Thanks for proving me right.""",1,apparently stupid watch video right desperately need information reagan interruptedxa second statement statement clearly secondsnnyou irrefutably prove fact straight video retarded face thank prove right
"""Your are an idiot""",1,idiot
"""Hows your mom's basement doing?""",1,s mom basement ?
"""and you arent as much of a loser as them? \ni say you are just about worse""",1,not loser ? ni bad
"""Damn it Nicole, fuck it up for us, just once. Please?""",1,damn nicole fuck ?
"""Smacked by who? You coonass boys sure are corny.""",1,smack ? coonass boy sure corny
"""Oh bore off you Stupid twat !""",1,oh bore stupid twat !
"""Not sure if you are joking or just dumb/have no knowledge in comics.""",1,sure joke dumbhave knowledge comic_strip
"""Uh Guest, using ""uh"" doesn't make you sound intelligent or superior. it makes you sound like the moron you always prove yourself to be. In your case you should spell it ""duh.""""",1,uh guest uh sound intelligent superior make sound like moron prove case spell duh
"""No she is not a toad but you are a libturd!""",1,toad libturd !
